wav_filename,transcript,duration
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an354-msjr-b.wav,RUBOUT W P F J D TWO SIX,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an355-msjr-b.wav,ENTER SIX SEVEN,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an356-mscg2-b.wav,ENTER FIFTY FIVE,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an357-mscg2-b.wav,YES,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an358-mscg2-b.wav,RUBOUT V A N B X NINE,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an359-mscg2-b.wav,P O U N B FIVE,3.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an36-fejs-b.wav,RUBOUT C Y R B SEVEN EIGHT,3.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an360-mscg2-b.wav,REPEAT,1.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an361-mmkw-b.wav,O A W F FIVE NINE,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an362-mmkw-b.wav,V K Z O SIXTY TWO,4.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an363-mmkw-b.wav,RUBOUT D Q T W X FIVE HUNDRED EIGHTY SEVEN,6.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an365-mmkw-b.wav,B J X K TWENTY THREE,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an366-mtos-b.wav,M F G I K TWO SIXTY,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an367-mtos-b.wav,S F Q Q K SIX THOUSAND EIGHT HUNDRED AND EIGHTY ONE,4.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an368-mtos-b.wav,H Q F X FOUR THOUSAND THREE HUNDRED AND EIGHTY SIX,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an369-mtos-b.wav,YES,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an37-fejs-b.wav,ERASE J G Q Y EIGHT SIX ONE,4.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an370-mtos-b.wav,RUBOUT N A G K K THREE THIRTY SIX,4.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an371-mblb-b.wav,ERASE I G N M FORTY THREE SEVENTEEN,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an372-mblb-b.wav,RUBOUT E U J O NINETY FIVE,3.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an373-mblb-b.wav,K W Z A G TWO HUNDRED AND SIXTY SIX,4.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an375-mblb-b.wav,ENTER FORTY THREE FORTY FIVE,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an376-mtxj-b.wav,ENTER FIVE TWO FOUR,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an377-mtxj-b.wav,RUBOUT J B X R Z NINE TWENTY,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an378-mtxj-b.wav,ENTER SIXTY FOUR,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an38-fejs-b.wav,GO,0.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an380-mtxj-b.wav,ENTER SIX OH EIGHT OH,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an382-mmsh-b.wav,RUBOUT E Z U A I FIFTEEN,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an383-mmsh-b.wav,ENTER SIXTY ONE,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an384-mmsh-b.wav,RUBOUT N Z X L THIRTY ONE,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an385-mmsh-b.wav,GO,0.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an386-mmtm-b.wav,ENTER SIX FOUR FIVE ONE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an387-mmtm-b.wav,Y W A A M TWO,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an388-mmtm-b.wav,START,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an389-mmtm-b.wav,RUBOUT X C Z T P FOUR,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an39-fejs-b.wav,G C D O FOUR,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an390-mmtm-b.wav,REPEAT,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an4-mblw-b.wav,ENTER SEVENTY TWO,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an40-fejs-b.wav,Z I R K SIX FOUR FOUR,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an46-mmap-b.wav,STOP,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an47-mmap-b.wav,ENTER SEVEN TWO ONE SIX,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an48-mmap-b.wav,ENTER ONE NINE,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an49-mmap-b.wav,N H O T Q TWO EIGHT THREE,3.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an5-mblw-b.wav,REPEAT,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an50-mmap-b.wav,P T K X ZERO,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an51-mmaf-b.wav,V F O F H NINE FOUR,3.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an52-mmaf-b.wav,ENTER SEVEN,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an53-mmaf-b.wav,ERASE B M E E THREE FIVE TWO,3.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an54-mmaf-b.wav,START,1.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an56-mjhp-b.wav,ERASE X B M N T FOUR ONE OH NINE,3.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an57-mjhp-b.wav,F K A U TWO FOUR,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an58-mjhp-b.wav,ERASE E X X S ZERO,3.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an59-mjhp-b.wav,A G L G A SIX FOUR NINE,3.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an59-mmkw-b.wav,A G L G A SIX HUNDRED FORTY NINE,5.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an6-fjmd-b.wav,NO,0.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an60-mjhp-b.wav,NO,0.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an61-flmm2-b.wav,ENTER SEVEN OH THREE EIGHT,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an62-flmm2-b.wav,ENTER FIVE ZERO,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an63-flmm2-b.wav,ENTER FIVE THREE FOUR THREE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an64-flmm2-b.wav,ENTER FOUR,1.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an65-flmm2-b.wav,X G I C TWO,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an66-meht-b.wav,ENTER FOUR THOUSAND EIGHT HUNDRED EIGHTY THREE,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an67-meht-b.wav,NO,0.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an68-meht-b.wav,F E G B FORTY EIGHT,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an69-meht-b.wav,REPEAT,0.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an7-fjmd-b.wav,O U FOUR SEVEN TWENTY NINE,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an70-meht-b.wav,NO,0.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an71-mrab-b.wav,G E E P C SEVEN ONE OH SEVEN,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an72-mrab-b.wav,STOP,0.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an73-mrab-b.wav,ENTER TWO OH SEVEN,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an74-mrab-b.wav,RUBOUT Q Q Q P FORTY FIVE,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an76-fjam-b.wav,YES,0.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an77-fjam-b.wav,ERASE V X S X TWO FOUR NINE NINE,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an78-fjam-b.wav,R Q Z H FOUR,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an79-fjam-b.wav,RUBOUT J U I P THREE TWO EIGHT,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an8-fjmd-b.wav,B SEVEN TWENTY FIVE,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an80-fjam-b.wav,STOP,0.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an81-mnjl-b.wav,ENTER EIGHTY NINE FORTY THREE,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an82-mnjl-b.wav,RUBOUT T J J C L TWO,3.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an83-mnjl-b.wav,ENTER SIX,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an84-mnjl-b.wav,ENTER SEVEN THIRTY EIGHT,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an85-mnjl-b.wav,RUBOUT A D E U Y THREE SIXTY FOUR,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an86-fbbh-b.wav,C Z D Z W EIGHT,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an87-fbbh-b.wav,ENTER SIX TWO FOUR,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an89-fbbh-b.wav,RUBOUT T G J W B SEVENTY NINE FIFTY NINE,6.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an9-fjmd-b.wav,J FOUR THIRTY THREE,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an90-fbbh-b.wav,NO,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an91-fplp-b.wav,ERASE M Y A M SEVEN,4.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an92-fplp-b.wav,RUBOUT N X F E EIGHT NINE SIX,6.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an93-fplp-b.wav,STOP,1.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an94-fplp-b.wav,ERASE R B D K T FIFTY,5.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an95-fplp-b.wav,RUBOUT F M Q N H THREE SEVENTY,6.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an97-mskh-b.wav,ENTER SEVENTY ONE,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an98-mskh-b.wav,START,0.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/an99-mskh-b.wav,H K T E D ONE SEVENTY,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fash-b.wav,H I N I C H,3.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fbbh-b.wav,H O W E L L,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fclc-b.wav,C O N N E L L Y,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fejs-b.wav,S C A V I N C K Y,4.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-ffmm-b.wav,M O D U G N O,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fjdn-b.wav,N E L S O N,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fjmd-b.wav,D R A V K,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fkai-b.wav,I V A R S O N,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-flmm2-b.wav,M A C A L U S O,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-flrp-b.wav,P O M E R A N T Z,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fmjc-b.wav,C E L L I O,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fmjd-b.wav,D O W L I N G,3.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fnsv-b.wav,V E C C H I,3.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fplp-b.wav,P O M E R A N T Z,5.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fsaf2-b.wav,F A R R E L L Y,3.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fsrb-b.wav,B U R K S,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-ftal-b.wav,L E W I S,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-ftmj-b.wav,J E T T,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-fwxs-b.wav,S A T T E R F I E L D,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mblb-b.wav,B R U M I T T,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mblw-b.wav,W E I D E,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mbmg-b.wav,G O T T I E R,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mcel-b.wav,L A M P S O N,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mcrt-b.wav,T A Y L O R,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mcsc-b.wav,C A L I G I U R I,4.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mdcs-b.wav,S T E E R E,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mdcs2-b.wav,S N O W,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mdmc-b.wav,C A R R E L,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mdxn-b.wav,N O O N B U R G,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mdxs-b.wav,S T O D O L S K Y,5.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-meab-b.wav,B L A C K W O O D,4.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-meht-b.wav,T H A Y E R,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mema-b.wav,A L T M A N N,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mewl-b.wav,L E U L I E T T E,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mfaa-b.wav,A L L E V A,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mgah-b.wav,H O Y,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mjda-b.wav,A S P N E S,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mjdr-b.wav,R O S E N F E L D,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mjgk-b.wav,K E A N E,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mjjs2-b.wav,S K E E S,4.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mkdb-b.wav,B E C H T E L,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mkem-b.wav,M O H N K E R N,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mmal-b.wav,L U B I N S K I,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mmkw-b.wav,W I L L I A M S,5.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mmsh-b.wav,H O F F R I C H T E R,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mmtm-b.wav,M A S O N,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mnfe-b.wav,E F R O M,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mnjl-b.wav,L O O F B O U R R O W,4.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mrab-b.wav,B R E N N A N,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mrcb-b.wav,B R O S T,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mrjc2-b.wav,C L O U T I E R,4.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mrmg-b.wav,G R E E N,3.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mscg2-b.wav,G I B B S,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-msct-b.wav,T I M M,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-msjm-b.wav,M A H O N E Y,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-msjr-b.wav,R O Z E V E L D,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-msrb-b.wav,B R O W N,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mtcv-b.wav,V A N D E R L A A N,6.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mtje-b.wav,E W A L D,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mtos-b.wav,S M I T H,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mtxj-b.wav,J O H N S O N,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen1-mwhw-b.wav,W A R D,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fash-b.wav,A M Y,1.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fbbh-b.wav,B E V E R L Y,3.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fclc-b.wav,C I N D Y,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fejs-b.wav,J E A N,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-ffmm-b.wav,F R A N C E S M A R Y,5.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fjam-b.wav,J U L I E,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fjdn-b.wav,J E N N I F E R,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fjmd-b.wav,J E A N E T T E,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fkai-b.wav,K A R L A,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fkdo-b.wav,K A R E N,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-flmm2-b.wav,L I N D A,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-flrp-b.wav,L I N D A,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fmjc-b.wav,M O N I C A,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fmjd-b.wav,M A R Y J O,3.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fnsv-b.wav,N I C O L E,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fplp-b.wav,P H Y L L I S,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fsaf2-b.wav,S H E I L A,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-ftal-b.wav,T R A C Y,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-ftmj-b.wav,T E R I N A,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-fwxs-b.wav,W H I T N E Y,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mblw-b.wav,R O B E R T,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mbmg-b.wav,B R I A N,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mcel-b.wav,C L A R K,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mcen-b.wav,C H R I S,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mcfl-b.wav,C H R I S T O P H E R,5.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mcsc-b.wav,C H A R L E S,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mdcs-b.wav,D A V I D,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mdcs2-b.wav,D O N A L D,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mdmc-b.wav,D A V I D,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mdxn-b.wav,D E R E K,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mdxs-b.wav,D A N I E L,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-meab-b.wav,E D W I N,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-meht-b.wav,E R I C,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mema-b.wav,E R I K,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mewl-b.wav,E R I C,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mgah-b.wav,G L E N N,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mjda-b.wav,J A M E S,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mjdr-b.wav,J E F F,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mjes-b.wav,J O N A T H A N,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mjgk-b.wav,J O S E P H,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mjhp-b.wav,J O S E P H,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mjjs2-b.wav,J A M E S,4.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mkdb-b.wav,K A R L,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mkem-b.wav,K E N,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mmaf-b.wav,M I C H A E L,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mmal-b.wav,M A R K,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mmap-b.wav,M A R K,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mmdg-b.wav,M I C H A E L,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mmkw-b.wav,M A T T H E W,4.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mnfe-b.wav,N E I L,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mnjl-b.wav,N A T H A N,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mrab-b.wav,R O B E R T,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mrcb-b.wav,R A N D Y,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mrjc2-b.wav,R I C H A R D,3.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mrmg-b.wav,R I C H A R D,3.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mscg2-b.wav,S T E V E N,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-msct-b.wav,S T E V E N,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-msjr-b.wav,S T E V E N,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mskh-b.wav,S T E V E N,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-msrb-b.wav,S T E V E,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mtcv-b.wav,T O M,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mtje-b.wav,T I M O T H Y,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mtos-b.wav,T H O M A S,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mtxj-b.wav,T H A D,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen2-mwhw-b.wav,W A Y N E,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fbbh-b.wav,FIFTY ONE FIFTY SIX,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fejs-b.wav,ONE ZERO SIX FIVE,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-ffmm-b.wav,FIFTY SIX THIRTY TWO,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fjam-b.wav,SEVEN FIFTY FIVE,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fjdn-b.wav,THIRTY THREE,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fjmd-b.wav,ONE TEN,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fkai-b.wav,ONE THOUSAND,1.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fkdo-b.wav,TWO TWO NINE THREE,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-flmm2-b.wav,THREE FOUR EIGHT ZERO,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-flrp-b.wav,FIFTY ONE FIFTEEN,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fmjc-b.wav,FIVE SIX ONE FIVE,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fmjd-b.wav,SIX FIVE THREE FOUR,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fnsv-b.wav,FIFTY SIX OH FIVE,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fplp-b.wav,ONE TWO FOUR ONE,3.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fsrb-b.wav,THIRTY TWO THIRTY ONE,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-ftal-b.wav,FOUR OH THREE,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-ftmj-b.wav,TWENTY TWO TWENTY SIX,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-fwxs-b.wav,TWO TEN,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mblb-b.wav,ONE TEN,1.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mblw-b.wav,FORTY THREE TWENTY THREE,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mbmg-b.wav,THREE OH ONE,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mcel-b.wav,SIX THREE EIGHT,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mcen-b.wav,FIFTY EIGHT OH NINE AND A HALF,2.5
